,model name,query index,base-rules@verification time,with-r@verification time,veri time ratio,base-rules@state space size,with-r@state space size,state space ratio,with-r@reduce time,base-rules@answer,type
64,MultiCrashLeafsetExtension-PT-S32C02,4,2.36,2.54,0.9291338582677164,211962,211962,1.0,0.343485,FALSE,EF
352,BridgeAndVehicles-PT-V20P10N50,4,2.77,2.98,0.9295302013422819,31785879,31785879,1.0,0.071347,TRUE,EF
33,MultiCrashLeafsetExtension-PT-S24C02,15,1.33,1.43,0.9300699300699301,91947,91947,1.0,0.102843,TRUE,AG
131,MultiCrashLeafsetExtension-PT-S16C06,12,60.55,65.08,0.9303933620159803,10764215,10764215,1.0,0.079416,FALSE,AG
124,MultiCrashLeafsetExtension-PT-S16C07,5,8.4,9.01,0.9322974472807992,22732085,22732085,1.0,0.099267,FALSE,AG
350,BridgeAndVehicles-PT-V20P10N50,6,2.07,2.22,0.9324324324324322,31785879,31785879,1.0,0.071253,TRUE,EF
100,MultiCrashLeafsetExtension-PT-S16C03,11,4.32,4.61,0.9370932754880694,226727,226727,1.0,0.032499,TRUE,AG
94,MultiCrashLeafsetExtension-PT-S16C04,9,3.14,3.35,0.9373134328358209,1135633,1135633,1.0,0.044819,TRUE,EF
192,SharedMemory-PT-000100,7,2.56,2.73,0.9377289377289377,19801,19801,1.0,7.08594,TRUE,AG
115,MultiCrashLeafsetExtension-PT-S16C07,15,56.0,59.59,0.9397549924483973,22689088,22689088,1.0,0.099625,FALSE,AG
92,MultiCrashLeafsetExtension-PT-S16C04,13,0.47,0.5,0.94,1135955,1135955,1.0,0.045156,FALSE,AG
121,MultiCrashLeafsetExtension-PT-S16C07,8,43.02,45.75,0.9403278688524591,22680359,22680359,1.0,0.100593,TRUE,EF
90,MultiCrashLeafsetExtension-PT-S16C04,15,21.64,22.99,0.9412788168769031,1135176,1135176,1.0,0.044711,TRUE,EF
218,PhilosophersDyn-PT-10,7,9.03,9.59,0.9416058394160584,617306,617306,1.0,0.034568,TRUE,AG
74,MultiCrashLeafsetExtension-PT-S24C02,5,1.32,1.4,0.942857142857143,91760,91760,1.0,0.107254,TRUE,EF
129,MultiCrashLeafsetExtension-PT-S16C06,14,267.93,283.91,0.9437145574301715,10789906,10789906,1.0,0.07011,TRUE,EF
91,MultiCrashLeafsetExtension-PT-S16C04,14,24.33,25.73,0.9455888068402643,1135141,1135141,1.0,0.044725,FALSE,EF
35,MultiCrashLeafsetExtension-PT-S24C02,13,0.7,0.74,0.9459459459459459,91639,91639,1.0,0.103407,FALSE,EF
473,DNAwalker-PT-09ringLR,12,191.04,201.83,0.9465391666253777,178950975,178950975,1.0,0.000245,TRUE,AG
80,MultiCrashLeafsetExtension-PT-S16C05,10,31.73,33.49,0.9474469991042102,4031461,4031461,1.0,0.059731,TRUE,EF
99,MultiCrashLeafsetExtension-PT-S16C03,12,4.88,5.15,0.9475728155339805,226614,226614,1.0,0.032325,TRUE,AG
68,MultiCrashLeafsetExtension-PT-S24C04,16,33.04,34.81,0.9491525423728813,8412840,8412840,1.0,0.220441,TRUE,EF
133,MultiCrashLeafsetExtension-PT-S16C06,9,206.29,217.31,0.9492890340987529,10781277,10781277,1.0,0.078508,TRUE,AG
21,MultiCrashLeafsetExtension-PT-S24C03,11,47.16,49.63,0.9502317146886963,1097594,1097594,1.0,0.155085,TRUE,AG
474,DNAwalker-PT-09ringLR,11,31.39,33.01,0.9509239624356256,11631235,11631235,1.0,0.000699,FALSE,EF
25,MultiCrashLeafsetExtension-PT-S24C03,7,48.64,51.12,0.9514866979655713,1097139,1097139,1.0,0.155148,TRUE,AG
18,MultiCrashLeafsetExtension-PT-S24C04,5,25.0,26.24,0.9527439024390244,8416214,8416214,1.0,0.219132,FALSE,AG
290,DNAwalker-PT-03track12BlockBoth,14,5.49,5.76,0.9531250000000001,15811,15811,1.0,6.9e-05,FALSE,EF
76,MultiCrashLeafsetExtension-PT-S16C05,15,94.06,98.64,0.9535685320356854,4023278,4023278,1.0,0.060087,FALSE,EF
135,MultiCrashLeafsetExtension-PT-S16C06,7,276.26,289.49,0.9542989395143182,10786847,10786847,1.0,0.078256,FALSE,AG
27,MultiCrashLeafsetExtension-PT-S24C03,5,51.01,53.42,0.9548858105578434,1097168,1097168,1.0,0.155237,TRUE,AG
49,MultiCrashLeafsetExtension-PT-S32C03,3,9.16,9.59,0.9551616266944735,3388268,3388268,1.0,0.526729,TRUE,EF
11,MultiCrashLeafsetExtension-PT-S24C03,15,41.72,43.64,0.9560036663611365,1097039,1097039,1.0,0.154126,FALSE,EF
32,MultiCrashLeafsetExtension-PT-S24C02,16,0.93,0.97,0.9587628865979382,91637,91637,1.0,0.103107,FALSE,EF
128,MultiCrashLeafsetExtension-PT-S16C06,15,10.3,10.74,0.9590316573556797,10799723,10799723,1.0,0.078527,FALSE,AG
138,MultiCrashLeafsetExtension-PT-S16C06,4,63.55,66.26,0.9591005131300935,10773228,10773228,1.0,0.077815,FALSE,AG
66,MultiCrashLeafsetExtension-PT-S32C02,2,18.65,19.4,0.961340206185567,211996,211996,1.0,0.340942,FALSE,EF
136,MultiCrashLeafsetExtension-PT-S16C06,6,2.02,2.1,0.9619047619047618,10773644,10773644,1.0,0.078423,FALSE,AG
439,GPPP-PT-C0001N0000000010,13,1.29,1.34,0.9626865671641791,944899,944899,1.0,5.9e-05,TRUE,AG
52,MultiCrashLeafsetExtension-PT-S32C02,16,12.5,12.98,0.963020030816641,212583,212583,1.0,0.3393,TRUE,EF
146,SatelliteMemory-PT-X03000Y0094,10,1.6,1.66,0.9638554216867471,67510505,67510505,1.0,3e-05,TRUE,EF
502,GPPP-PT-C0001N0000010000,12,2.15,2.23,0.9641255605381166,68122298,68122298,1.0,5e-05,FALSE,AG
78,MultiCrashLeafsetExtension-PT-S16C05,13,16.35,16.95,0.9646017699115046,4024026,4024026,1.0,0.059984,FALSE,AG
79,MultiCrashLeafsetExtension-PT-S16C05,12,4.41,4.57,0.9649890590809628,4024722,4024722,1.0,0.060039,FALSE,AG
87,MultiCrashLeafsetExtension-PT-S16C05,2,16.58,17.18,0.9650756693830034,4025790,4025790,1.0,0.060064,TRUE,EF
231,MultiCrashLeafsetExtension-PT-S32C03,16,16.52,17.09,0.9666471620830895,3387772,3387772,1.0,0.516498,TRUE,AG
397,BridgeAndVehicles-PT-V20P20N50,5,19.24,19.9,0.9668341708542714,34345799,34345799,1.0,0.071906,TRUE,EF
391,BridgeAndVehicles-PT-V50P50N10,15,22.49,23.25,0.9673118279569892,171927670,171927670,1.0,0.025174,TRUE,EF
247,PhilosophersDyn-PT-20,7,20.81,21.5,0.967906976744186,12961311,12961311,1.0,0.863255,FALSE,AG
481,DNAwalker-PT-08ringLL,16,31.06,32.07,0.968506392266916,176407915,176407915,1.0,0.000257,TRUE,EF
30,MultiCrashLeafsetExtension-PT-S24C03,2,35.84,37.0,0.9686486486486487,1097050,1097050,1.0,0.154346,TRUE,EF
320,DNAwalker-PT-07track28RR,6,105.47,108.85,0.9689480937069362,144612889,144612889,1.0,0.000761,TRUE,EF
395,BridgeAndVehicles-PT-V20P20N50,9,53.26,54.9,0.9701275045537341,4123760,4123760,1.0,0.076235,FALSE,EF
223,PhilosophersDyn-PT-10,1,3.65,3.76,0.9707446808510639,617306,617306,1.0,0.034501,TRUE,EF
103,MultiCrashLeafsetExtension-PT-S16C03,4,4.72,4.86,0.97119341563786,227368,227368,1.0,0.03189,TRUE,AG
10,MultiCrashLeafsetExtension-PT-S24C03,14,33.92,34.92,0.9713631156930126,1097076,1097076,1.0,0.153954,TRUE,EF
307,DNAwalker-PT-02track12Block2,3,4.41,4.54,0.9713656387665198,6849,6849,1.0,0.000191,TRUE,AG
53,MultiCrashLeafsetExtension-PT-S32C02,15,22.59,23.24,0.9720309810671257,212028,212028,1.0,0.340627,FALSE,EF
344,BridgeAndVehicles-PT-V20P20N10,13,6.4,6.57,0.9741248097412482,3575284,3575284,1.0,0.005003,TRUE,EF
392,BridgeAndVehicles-PT-V50P50N10,10,14.19,14.55,0.9752577319587628,171927670,171927670,1.0,0.025593,TRUE,EF
150,SatelliteMemory-PT-X03000Y0094,2,10.01,10.26,0.9756335282651072,67510505,67510505,1.0,4.2e-05,FALSE,AG
272,PolyORBLF-PT-S02J04T06,10,5.25,5.38,0.9758364312267658,37411117,37411117,1.0,0.002597,FALSE,AG
259,PolyORBLF-PT-S02J06T06,10,1.71,1.75,0.9771428571428571,67434205,67434205,1.0,0.003331,TRUE,EF
107,MultiCrashLeafsetExtension-PT-S16C06,2,0.87,0.89,0.9775280898876404,10813343,10813343,1.0,0.078373,FALSE,EF
111,MultiCrashLeafsetExtension-PT-S24C02,3,5.71,5.84,0.9777397260273972,91589,91589,1.0,0.104377,FALSE,EF
297,DNAwalker-PT-03track12BlockBoth,4,10.02,10.24,0.9785156249999999,15811,15811,1.0,6.8e-05,FALSE,EF
246,PhilosophersDyn-PT-20,6,34.41,35.12,0.9797835990888383,12961311,12961311,1.0,0.954947,FALSE,AG
465,DNAwalker-PT-10ringRL,5,225.02,229.37,0.9810350089375246,176407915,176407915,1.0,0.000262,TRUE,AG
108,MultiCrashLeafsetExtension-PT-S16C06,3,1.05,1.07,0.9813084112149533,10766423,10766423,1.0,0.078332,TRUE,AG
276,PolyORBLF-PT-S02J04T06,5,13.12,13.36,0.9820359281437125,40007929,40007929,1.0,0.002546,FALSE,EF
175,QuasiCertifProtocol-PT-10,8,2.76,2.81,0.9822064056939501,74308562,74308562,1.0,0.001122,FALSE,AG
292,DNAwalker-PT-03track12BlockBoth,11,6.17,6.28,0.982484076433121,6416,6416,1.0,0.000185,FALSE,EF
250,PolyORBLF-PT-S02J04T06,15,1.75,1.78,0.9831460674157303,38483662,38483662,1.0,0.002617,TRUE,EF
393,BridgeAndVehicles-PT-V20P20N50,16,47.58,48.35,0.9840744570837642,34345799,34345799,1.0,0.072226,FALSE,AG
291,DNAwalker-PT-03track12BlockBoth,13,8.1,8.23,0.9842041312272174,10121,10121,1.0,0.000193,FALSE,EF
58,MultiCrashLeafsetExtension-PT-S32C02,10,6.9,7.01,0.9843081312410843,211979,211979,1.0,0.339348,TRUE,AG
528,DoubleExponent-PT-003,3,5.15,5.23,0.9847036328871893,1274726,1250407,1.0194488674487587,0.000293,FALSE,EF
224,Philosophers-PT-000010,6,20.06,20.37,0.9847815414825724,459271,459271,1.0,4.6e-05,FALSE,AG
460,DNAwalker-PT-10ringRL,10,39.92,40.53,0.9849494201825808,12890281,12890281,1.0,0.000712,TRUE,AG
217,PhilosophersDyn-PT-10,8,12.45,12.64,0.9849683544303797,617306,617306,1.0,0.034577,FALSE,EF
308,DNAwalker-PT-02track12Block2,2,3.63,3.68,0.9864130434782608,6849,6849,1.0,0.000188,FALSE,EF
332,MultiCrashLeafsetExtension-PT-S16C02,12,0.73,0.74,0.9864864864864865,28428,28428,1.0,0.022282,TRUE,AG
485,DNAwalker-PT-10ringRL,13,138.75,140.55,0.9871931696905015,176407915,176407915,1.0,0.000251,FALSE,EF
284,DNAwalker-PT-04track28LL,10,10.03,10.16,0.9872047244094487,375734407,375734407,1.0,0.000771,FALSE,EF
9,MultiCrashLeafsetExtension-PT-S24C03,13,3.1,3.14,0.9872611464968153,1097139,1097139,1.0,0.15431,TRUE,EF
516,BusinessProcesses-PT-07,15,13.65,13.82,0.9876989869753979,11839873,11831553,1.0007032043891448,0.00059,TRUE,AG
416,MAPKbis-PT-5320,12,16.75,16.94,0.9887839433293978,48758786,48758786,1.0,0.000431,FALSE,EF
260,PolyORBLF-PT-S02J06T06,11,2.85,2.88,0.9895833333333334,67563805,67563805,1.0,0.003294,FALSE,AG
356,BridgeAndVehicles-PT-V20P10N20,3,10.46,10.57,0.989593188268685,31773043,31773043,1.0,0.013227,TRUE,EF
302,DNAwalker-PT-02track12Block2,12,5.97,6.03,0.990049751243781,6416,6416,1.0,0.000189,FALSE,EF
319,DNAwalker-PT-07track28RR,7,10.05,10.15,0.9901477832512315,255650707,255650707,1.0,0.000551,TRUE,AG
149,SatelliteMemory-PT-X03000Y0094,4,4.51,4.55,0.9912087912087912,185671699,185671699,1.0,3.2e-05,TRUE,EF
329,DNAwalker-PT-06track28RL,6,45.52,45.9,0.9917211328976036,217213855,217213855,1.0,0.000531,FALSE,AG
394,BridgeAndVehicles-PT-V20P20N50,15,61.16,61.67,0.9917301767472028,19359289,19359289,1.0,0.071726,FALSE,EF
389,BridgeAndVehicles-PT-V50P50N20,16,46.05,46.43,0.9918156364419556,275858241,275858241,1.0,0.081297,FALSE,AG
348,BridgeAndVehicles-PT-V20P10N50,9,210.82,212.5,0.9920941176470588,18079329,18079329,1.0,0.072698,TRUE,AG
405,GlobalResAllocation-PT-03,8,10.13,10.21,0.9921645445641528,61309,61309,1.0,0.036254,FALSE,EF
427,MAPKbis-PT-5320,11,16.87,17.0,0.9923529411764707,23117826,23117826,1.0,0.000422,TRUE,AG
243,Peterson-PT-3,4,10.6,10.68,0.9925093632958801,3722929,3722929,1.0,0.000523,FALSE,EF
255,PolyORBLF-PT-S02J06T06,4,7.34,7.39,0.993234100135318,94737001,94737001,1.0,0.003275,FALSE,AG
301,DNAwalker-PT-02track12Block2,15,6.0,6.04,0.9933774834437086,16653,16653,1.0,7.3e-05,TRUE,AG
375,DNAwalker-PT-01track12Block1,4,4.8,4.83,0.9937888198757764,12042,12042,1.0,6.9e-05,FALSE,EF
328,DNAwalker-PT-06track28RL,8,10.03,10.09,0.9940535183349851,335467739,335467739,1.0,0.000835,TRUE,AG
321,DNAwalker-PT-07track28RR,5,176.52,177.57,0.9940868389930733,230755064,230755064,1.0,0.00075,TRUE,AG
403,GlobalResAllocation-PT-03,4,10.1,10.16,0.9940944881889763,61309,61309,1.0,0.036139,TRUE,AG
278,PolyORBLF-PT-S02J04T06,7,1.8,1.81,0.994475138121547,37828705,37828705,1.0,0.002619,FALSE,AG
254,PolyORBLF-PT-S02J04T06,12,12.02,12.08,0.9950331125827814,37411117,37411117,1.0,0.002611,FALSE,AG
251,PolyORBLF-PT-S02J04T06,16,2.07,2.08,0.9951923076923076,53870161,53870161,1.0,0.002581,TRUE,EF
227,Peterson-PT-4,16,4.3,4.32,0.9953703703703702,24329781,24329781,1.0,0.000995,FALSE,AG
228,Peterson-PT-4,11,4.38,4.4,0.9954545454545454,23970621,23970621,1.0,0.00102,TRUE,EF
152,SatelliteMemory-PT-X01000Y0032,5,20.03,20.12,0.9955268389662028,20618551,20618551,1.0,4.2e-05,FALSE,AG
265,PolyORBLF-PT-S02J04T06,9,2.23,2.24,0.9955357142857142,37443697,37443697,1.0,0.002571,TRUE,EF
434,GPPP-PT-C0001N0000001000,4,20.01,20.09,0.9960179193628672,2515,2515,1.0,7.4e-05,FALSE,EF
288,DNAwalker-PT-04track28LL,2,105.72,106.07,0.9967002922598285,144465428,144465428,1.0,0.000751,TRUE,EF
411,JoinFreeModules-PT-0004,10,20.02,20.08,0.9970119521912352,1672141,1672141,1.0,5.1e-05,FALSE,AG
443,GPPP-PT-C0001N0000000001,9,20.09,20.15,0.9970223325062035,2878,2878,1.0,8.1e-05,TRUE,AG
503,DNAwalker-PT-11ringRR,14,51.94,52.09,0.99712036859282,19372723,19372723,1.0,0.000722,FALSE,EF
330,DNAwalker-PT-06track28RL,4,134.45,134.8,0.9974035608308603,203818725,203818725,1.0,0.000541,FALSE,EF
436,GPPP-PT-C0001N0000000100,16,4.38,4.39,0.9977220956719818,1435461,1435461,1.0,5.6e-05,FALSE,EF
294,DNAwalker-PT-03track12BlockBoth,8,4.81,4.82,0.9979253112033194,17268,17268,1.0,7.4e-05,FALSE,EF
229,Peterson-PT-4,3,29.46,29.52,0.9979674796747968,21066001,21066001,1.0,0.001,TRUE,AG
471,DNAwalker-PT-09ringLR,14,284.9,285.48,0.9979683340339076,196976933,196976933,1.0,0.00024,TRUE,AG
470,DNAwalker-PT-09ringLR,15,216.7,217.14,0.9979736575481256,197403653,197403653,1.0,0.000241,FALSE,EF
333,DNAwalker-PT-05track28LR,12,20.02,20.06,0.9980059820538385,155085797,155085797,1.0,0.000547,TRUE,EF
472,DNAwalker-PT-09ringLR,13,173.02,173.35,0.9980963368906837,188254723,188254723,1.0,0.000245,TRUE,AG
300,DNAwalker-PT-02track12Block2,16,6.0,6.01,0.9983361064891847,6416,6416,1.0,0.000189,FALSE,EF
430,GPPP-PT-C0001N0000010000,15,30.01,30.06,0.9983366600133068,2514,2514,1.0,7.7e-05,TRUE,AG
483,DNAwalker-PT-08ringLL,14,31.37,31.41,0.9987265202164916,17806056,17806056,1.0,0.000703,FALSE,EF
215,PhilosophersDyn-PT-20,1,35.93,35.97,0.9988879621907145,12961311,12961311,1.0,0.970347,TRUE,EF
293,DNAwalker-PT-03track12BlockBoth,10,9.69,9.7,0.9989690721649485,9076,9076,1.0,0.000197,FALSE,EF
455,GPPP-PT-C0001N0000000001,8,30.01,30.04,0.9990013315579228,1141,1141,1.0,7.7e-05,FALSE,EF
401,DNAwalker-PT-05track28LR,13,10.03,10.04,0.999003984063745,482853366,482853366,1.0,0.00077,FALSE,EF
340,DNAwalker-PT-01track12Block1,16,10.31,10.32,0.999031007751938,12042,12042,1.0,6.7e-05,TRUE,AG
463,DNAwalker-PT-10ringRL,7,195.9,196.05,0.9992348890589136,194700265,194700265,1.0,0.000249,FALSE,EF
441,GPPP-PT-C0001N0000000001,13,20.01,20.02,0.9995004995004996,1586,1586,1.0,7.9e-05,TRUE,AG
208,SharedMemory-PT-000005,6,20.04,20.05,0.999501246882793,10396,10396,1.0,5.6e-05,FALSE,AG
406,GlobalResAllocation-PT-03,11,20.05,20.06,0.9995014955134597,61309,61309,1.0,0.036281,TRUE,AG
469,DNAwalker-PT-10ringRL,1,20.08,20.09,0.9995022399203584,185635515,185635515,1.0,0.000247,TRUE,AG
315,DNAwalker-PT-08ringLL,1,41.75,41.77,0.9995211874551112,11757413,11757413,1.0,0.000702,FALSE,EF
318,DNAwalker-PT-07track28RR,9,71.3,71.33,0.9995794195990466,229579773,229579773,1.0,0.000545,TRUE,EF
468,DNAwalker-PT-10ringRL,2,177.93,177.97,0.9997752430184863,185635515,185635515,1.0,0.000253,TRUE,AG
461,DNAwalker-PT-10ringRL,9,191.02,191.04,0.9998953098827472,185437003,185437003,1.0,0.000254,TRUE,AG
499,DNAwalker-PT-12ringLLLarge,11,300.04,300.06,0.9999333466640006,757841481,757841481,1.0,0.000854,NONE,EF
252,PolyORBLF-PT-S02J06T06,2,300.09,300.11,0.999933357768818,67434205,67434205,1.0,0.003335,NONE,EF
390,BridgeAndVehicles-PT-V50P50N20,13,300.0,300.01,0.9999666677777408,271030410,271030410,1.0,0.083553,NONE,AG
495,DNAwalker-PT-14ringLRLarge,1,300.03,300.04,0.9999666711105184,764788707,764788707,1.0,0.000857,NONE,AG
497,DNAwalker-PT-13ringRLLarge,13,300.03,300.04,0.9999666711105184,841282912,841282912,1.0,0.000853,NONE,EF
118,MultiCrashLeafsetExtension-PT-S16C07,12,300.04,300.05,0.9999666722212964,22681470,22681470,1.0,0.099362,NONE,AG
496,DNAwalker-PT-13ringRLLarge,14,300.04,300.05,0.9999666722212964,757841481,757841481,1.0,0.00086,NONE,EF
510,DNAwalker-PT-12ringLLLarge,5,300.04,300.05,0.9999666722212964,757689713,757689713,1.0,0.000857,NONE,EF
493,DNAwalker-PT-14ringLRLarge,13,300.04,300.05,0.9999666722212964,757747304,757747304,1.0,0.000841,NONE,EF
498,DNAwalker-PT-12ringLLLarge,14,300.04,300.05,0.9999666722212964,757719925,757719925,1.0,0.000847,NONE,EF
264,PolyORBLF-PT-S02J04T06,11,300.08,300.09,0.9999666766636676,37411117,37411117,1.0,0.002621,NONE,AG
275,PolyORBLF-PT-S02J04T06,3,300.09,300.1,0.9999666777740751,37689997,37689997,1.0,0.002604,NONE,AG
438,GPPP-PT-C0001N0000000100,9,20.01,20.01,1.0,2846782,2846782,1.0,5.7e-05,TRUE,EF
377,DNAwalker-PT-01track12Block1,2,10.03,10.03,1.0,10964,10964,1.0,6.9e-05,FALSE,EF
478,DNAwalker-PT-09ringLR,4,20.06,20.06,1.0,197591799,197591799,1.0,0.000247,FALSE,AG
433,GPPP-PT-C0001N0000001000,15,20.01,20.01,1.0,13744,13744,1.0,7.9e-05,FALSE,AG
287,DNAwalker-PT-04track28LL,4,300.06,300.06,1.0,435517643,435517643,1.0,0.000554,NONE,EF
262,PolyORBLF-PT-S02J06T06,5,4.96,4.96,1.0,83153965,83153965,1.0,0.003309,FALSE,EF
181,TokenRing-PT-015,11,300.01,300.01,1.0,265182781,265182781,1.0,0.005189,NONE,AG
245,PhilosophersDyn-PT-20,5,300.0,300.0,1.0,12961311,12961311,1.0,0.865114,NONE,AG
213,PhilosophersDyn-PT-20,3,300.0,300.0,1.0,12961311,12961311,1.0,0.86601,NONE,AG
314,DNAwalker-PT-08ringLL,2,31.09,31.09,1.0,11631384,11631384,1.0,0.000698,TRUE,AG
271,PhilosophersDyn-PT-20,14,300.0,300.0,1.0,12961311,12961311,1.0,0.895365,NONE,EF
270,PhilosophersDyn-PT-20,13,300.0,300.0,1.0,12961311,12961311,1.0,0.893317,NONE,AG
160,ResAllocation-PT-R020C002,11,0.64,0.64,1.0,6668289,6668289,1.0,0.000143,TRUE,EF
269,PhilosophersDyn-PT-20,12,300.0,300.0,1.0,12961311,12961311,1.0,0.946494,NONE,AG
267,PhilosophersDyn-PT-20,9,300.0,300.0,1.0,12961311,12961311,1.0,0.912608,NONE,EF
279,PolyORBLF-PT-S02J04T06,8,300.07,300.07,1.0,44534389,44534389,1.0,0.002615,NONE,EF
494,DNAwalker-PT-14ringLRLarge,9,300.04,300.04,1.0,757830394,757830394,1.0,0.000839,NONE,EF
210,PolyORBLF-PT-S02J06T06,15,1.85,1.85,1.0,67533835,67533835,1.0,0.003364,FALSE,AG
500,DNAwalker-PT-12ringLLLarge,10,300.03,300.03,1.0,841282912,841282912,1.0,0.000852,NONE,EF
492,DNAwalker-PT-15ringRRLarge,7,300.04,300.04,1.0,757719925,757719925,1.0,0.000846,NONE,EF
148,SatelliteMemory-PT-X03000Y0094,7,3.07,3.07,1.0,185671699,185671699,1.0,3.5e-05,TRUE,EF
298,DNAwalker-PT-03track12BlockBoth,3,33.15,33.15,1.0,15811,15811,1.0,6.7e-05,FALSE,EF
342,DNAwalker-PT-01track12Block1,12,10.01,10.01,1.0,12042,12042,1.0,6.8e-05,FALSE,EF
309,DNAwalker-PT-04track28LL,14,300.05,300.05,1.0,246988215,246988215,1.0,0.000568,NONE,EF
277,PolyORBLF-PT-S02J04T06,6,1.21,1.21,1.0,41595637,41595637,1.0,0.002618,TRUE,EF
125,MultiCrashLeafsetExtension-PT-S16C07,3,300.05,300.04,1.0000333288894814,22679104,22679104,1.0,0.099826,NONE,AG
39,MultiCrashLeafsetExtension-PT-S24C04,9,300.03,300.02,1.0000333311112592,8411376,8411376,1.0,0.22065,NONE,AG
179,TokenRing-PT-015,15,300.01,300.0,1.0000333333333333,265182781,265182781,1.0,0.005123,NONE,AG
477,DNAwalker-PT-09ringLR,6,31.45,31.44,1.0003180661577606,11631915,11631915,1.0,0.000704,TRUE,AG
482,DNAwalker-PT-08ringLL,15,31.33,31.32,1.0003192848020435,11632086,11632086,1.0,0.000703,TRUE,AG
289,DNAwalker-PT-03track12BlockBoth,15,30.03,30.02,1.0003331112591607,17268,17268,1.0,7.2e-05,TRUE,AG
